weapon_name,slot,mod_name,damage_change,damage_change_is_percent,fire_rate_change,range_change,accuracy_change,ap_cost_change,recoil_change,spread_change,converts_to_auto,converts_to_semi,crit_damage_bonus,hip_fire_accuracy_bonus,armor_penetration,is_suppressed,is_scoped,mag_size_change,reload_speed_change,weight_change,value_change_percent,required_perk,required_perk_rank,form_id,source_url
Combat rifle,magazine,Piercing(Armor Piercing),,0,,,,+5%,,,0,0,,,,0,0,,,+0.9,+40%,,,,https://fallout.fandom.com/wiki/Combat_rifle_(Fallout_76)
Combat rifle,magazine,Quick,,0,,,,-5%,,,0,0,,,,0,0,,,+0.7,+20%,,,,https://fallout.fandom.com/wiki/Combat_rifle_(Fallout_76)
Combat rifle,magazine,Stinging(High capacity),,0,,,,+15%,,,0,0,,,,0,0,,,+1,+60%,,,,https://fallout.fandom.com/wiki/Combat_rifle_(Fallout_76)
Combat rifle,magazine,Swift(High Capacity),,0,,,,,,,0,0,,,,0,0,,,+0.9,+40%,,,,https://fallout.fandom.com/wiki/Combat_rifle_(Fallout_76)
Combat rifle,sight,Glow front sight ring(Sighted),,0,,,,,,,0,0,,,,0,0,,,+0.2,+10%,,,,https://fallout.fandom.com/wiki/Combat_rifle_(Fallout_76)
Combat rifle,sight,Glow(Glow-Sighted),,0,,,,,,,0,0,,,,0,0,,,+0.2,+10%,,,,https://fallout.fandom.com/wiki/Combat_rifle_(Fallout_76)
Combat rifle,sight,Long night vision scope(Night-Vision),,0,,,+37,,,,0,0,,,,0,1,,,+1,+80%,plan,1,,https://fallout.fandom.com/wiki/Combat_rifle_(Fallout_76)
Combat rifle,sight,Long recon scope(Scoped Recon),,0,,,+37,,,,0,0,,,,0,1,,,+1.2,+100%,plan,1,,https://fallout.fandom.com/wiki/Combat_rifle_(Fallout_76)
Combat rifle,sight,Long scope(Scoped),,0,,,+37,,,,0,0,,,,0,1,,,+1,+50%,,,,https://fallout.fandom.com/wiki/Combat_rifle_(Fallout_76)
Combat rifle,sight,Medium night vision scope(Night-Vision),,0,,,+23,,,,0,0,,,,0,1,,,+0.9,+60%,plan,1,,https://fallout.fandom.com/wiki/Combat_rifle_(Fallout_76)
Combat rifle,sight,Medium scope(Scoped),,0,,,+23,,,,0,0,,,,0,1,,,+0.9,+40%,,,,https://fallout.fandom.com/wiki/Combat_rifle_(Fallout_76)
Combat rifle,sight,Reflex sight (circle)(Tactical),,0,,,+7,-15%,,,0,0,,,,0,0,,,+0.4,+25%,,,,https://fallout.fandom.com/wiki/Combat_rifle_(Fallout_76)
Combat rifle,sight,Reflex sight (dot)(Tactical),,0,,,+7,-15%,,,0,0,,,,0,0,,,+0.4,+25%,,,,https://fallout.fandom.com/wiki/Combat_rifle_(Fallout_76)
Combat rifle,sight,Short night vision scope(Night-Vision),,0,,,+17,+30%,,,0,0,,,,0,1,,,+0.9,+40%,plan,1,,https://fallout.fandom.com/wiki/Combat_rifle_(Fallout_76)
Combat rifle,sight,Short recon scope(Scoped Recon),,0,,,+10,+20%,,,0,0,,,,0,1,,,+0.9,+60%,Gunsmith,4,,https://fallout.fandom.com/wiki/Combat_rifle_(Fallout_76)
Combat rifle,sight,Short scope(Scoped),,0,,,+17,,,,0,0,,,,0,1,,,+0.7,+20%,,,,https://fallout.fandom.com/wiki/Combat_rifle_(Fallout_76)
Combat rifle,sight,Standard front sight ring(Sighted),,0,,,,,,,0,0,,,,0,0,,,+0.2,+5%,,,,https://fallout.fandom.com/wiki/Combat_rifle_(Fallout_76)
Combat rifle,muzzle,Compensator(Compensated),,0,,-12,+3,,-15%,,0,0,,,,0,0,,,+0.7,+40%,,,,https://fallout.fandom.com/wiki/Combat_rifle_(Fallout_76)
Combat rifle,muzzle,Large bayonet(Bayoneted),,0,,-18,,,,,0,0,,,,0,0,,,+0.9,+20%,,,,https://fallout.fandom.com/wiki/Combat_rifle_(Fallout_76)
Combat rifle,muzzle,Muzzle brake,,0,,-18,+3,,-10%,,0,0,,,,0,0,,,+0.7,+60%,Gunsmith,3,,https://fallout.fandom.com/wiki/Combat_rifle_(Fallout_76)
Combat rifle,muzzle,No muzzle,,0,,,,,,,0,0,,,,0,0,,,,,,,,https://fallout.fandom.com/wiki/Combat_rifle_(Fallout_76)
Combat rifle,muzzle,Suppressor(Suppressed),,0,,-18,,,-12%,,0,0,,,,1,0,,,+0.9,+80%,,,,https://fallout.fandom.com/wiki/Combat_rifle_(Fallout_76)
Lever action rifle,receiver,Calibrated,,0,,,+1,,,,0,0,,,,0,0,,,+0.9,+40%,,,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,receiver,Fierce,,0,+2,,,-10%,,,0,0,,,,0,0,,,+1.3,+80%,Gunsmith,1,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,receiver,Hair trigger(Tuned),,0,+2,,,-10%,,,0,0,,,,0,0,,,+0.9,+40%,,,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,receiver,Hardened,+25%,0,,,,,,,0,1,,,,0,0,,,+1.8,+40%,,,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,receiver,Prime,+25%,0,,,,,,,0,0,,,,0,0,,,,+100%,plan,1,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,receiver,Refined,+12.5%,0,,,+3,,,,0,0,,,,0,0,,,+1.2,+40%,Gunsmith,1,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,receiver,Scorched killer's,-20%,0,,,,,,,0,0,,,,0,0,,,+0.6,+100%,quest,1,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,receiver,Severe,+12.5%,0,,,+1,,,,0,0,,,,0,0,,,+1.3,+60%,Gunsmith,1,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,receiver,Steadfast(Vicious),,0,+2,,+1,-10%,,,0,0,,,,0,0,,,+1.3,+70%,Gunsmith,1,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,receiver,True,,0,,,+4,,,,0,0,,,,0,0,,,+1.8,+40%,,,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,receiver,Tuned,+12.5%,0,+2,,,-10%,,,0,0,,,,0,0,,,+1.8,+60%,Gunsmith,1,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,receiver,Vicious,,0,,,+3,,,,0,0,,,,0,0,,,+0.8,+60%,Gunsmith,1,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,barrel,Aligned long,,0,,+84,+3,-5%,+37%,,0,0,,,,0,0,,,+0.6,+60%,Gunsmith,1,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,barrel,Aligned short(Ported),,0,,,+3,-5%,-22%,,0,0,,,,0,0,,,+0.6,+50%,Gunsmith,1,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,barrel,Long,,0,,+84,,,+50%,,0,0,,,,0,0,,,,+20%,,,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,barrel,Short(Short),,0,,,,,-10%,,0,0,,,,0,0,,,,+10%,,,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,barrel,Stabilized long,,0,,+84,,,+25%,,0,0,,,,0,0,,,+1.8,+60%,,,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,barrel,Stabilized short,,0,,,,,-35%,,0,0,,,,0,0,,,+1.8,+50%,,,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,barrel,True long,,0,,+84,+4,,+50%,,0,0,,,,0,0,,,+1.8,+60%,,,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,barrel,True short(Ported),,0,,,+4,,-10%,,0,0,,,,0,0,,,+1.8,+50%,,,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,stock,Aligned(Recoil Compensated),,0,,,+6,-5%,-22%,,0,0,,,,0,0,,,+1.5,+60%,Gunsmith,1,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,stock,Bruising,,0,,,,,,,0,0,,,,0,0,,,+0.9,+40%,,,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,stock,Forceful(Recoil Compensated),,0,,,+4,-5%,-22%,,0,0,,,,0,0,,,+2.1,+70%,Gunsmith,1,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,stock,Precise,,0,,,+6,,-10%,,0,0,,,,0,0,,,+2.1,+70%,Gunsmith,1,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,stock,Short,,0,,,,,,,0,0,,,,0,0,,,,,,,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,stock,Stabilized(Recoil Compensated),,0,,,+4,,-35%,,0,0,,,,0,0,,,+2.7,+60%,,,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,stock,True,,0,,,+7,,-10%,,0,0,,,,0,0,,,+2.7,+60%,,,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,sight,Glow(Glow-Sighted),,0,,,+1,-7.5%,,,0,0,,,,0,0,,,+0.1,+10%,,,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,sight,Long night vision scope(Night-Vision),,0,,,+37,,,,0,0,,,,0,1,,,+0.9,+80%,plan,1,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,sight,Long scope(Scoped),,0,,,+37,,,,0,0,,,,0,1,,,+0.9,+50%,Gunsmith,1,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,sight,Medium night vision scope(Night-Vision),,0,,,+24,,,,0,0,,,,0,1,,,+0.8,+60%,plan,1,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,sight,Medium scope(Scoped),,0,,,+24,,,,0,0,,,,0,1,,,+0.8,+40%,Gunsmith,1,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,sight,Reflex sight (circle)(Tactical),,0,,,+7,-15%,,,0,0,,,,0,0,,,+0.3,+25%,,,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,sight,Reflex sight (dot)(Tactical),,0,,,+7,-15%,,,0,0,,,,0,0,,,+0.3,+25%,,,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,sight,Short night vision scope(Night-Vision),,0,,,+17,+30%,,,0,0,,,,0,1,,,+0.8,+40%,plan,1,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,sight,Short scope(Scoped),,0,,,+17,,,,0,0,,,,0,1,,,+0.6,+20%,,,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,muzzle,Compensator(Compensated),,0,,-12,,,-15%,,0,0,,,,0,0,,,+0.6,+40%,Gunsmith,1,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,muzzle,No muzzle,,0,,,,,,,0,0,,,,0,0,,,,,,,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Lever action rifle,muzzle,Suppressor(Suppressed),,0,,-18,,,-12%,,0,0,,,,1,0,,,+0.8,+80%,Gunsmith,1,,https://fallout.fandom.com/wiki/Lever_action_rifle_(Fallout_76)
Railway rifle,receiver,Automatic piston,-10%,0,+65,-12,-12,-50%,,,1,0,,,,0,0,,,+0.9,+40%,plan,1,,https://fallout.fandom.com/wiki/Railway_rifle_(Fallout_76)
Railway rifle,receiver,Prime,+25%,0,,,,,,,0,0,,,,0,0,,,,+100%,plan,1,,https://fallout.fandom.com/wiki/Railway_rifle_(Fallout_76)
Railway rifle,barrel,Long,,0,,+84,-6,,+50%,,0,0,,,,0,0,,,,+20%,Gunsmith,3,,https://fallout.fandom.com/wiki/Railway_rifle_(Fallout_76)
Railway rifle,barrel,Short,,0,,,,,-10%,,0,0,,,,0,0,,,,+10%,,,,https://fallout.fandom.com/wiki/Railway_rifle_(Fallout_76)
Railway rifle,stock,Recoil compensating(Recoil Compensated),,0,,,+2,,-35%,,0,0,,,,0,0,,,+4,+60%,Gunsmith,3,,https://fallout.fandom.com/wiki/Railway_rifle_(Fallout_76)
Railway rifle,sight,Long night vision scope(Night-Vision),,0,,,+36,,,,0,0,,,,0,1,,,+1.3,+80%,plan,1,,https://fallout.fandom.com/wiki/Railway_rifle_(Fallout_76)
Railway rifle,sight,Long recon scope(Scoped Recon),,0,,,+36,,,,0,0,,,,0,1,,,+1.6,+100%,Gunsmith,4,,https://fallout.fandom.com/wiki/Railway_rifle_(Fallout_76)
Railway rifle,sight,Long scope(Scoped),,0,,,+36,,,,0,0,,,,0,1,,,+1.3,+50%,Gunsmith,3,,https://fallout.fandom.com/wiki/Railway_rifle_(Fallout_76)
Railway rifle,sight,Medium night vision scope(Night-Vision),,0,,,+23,,,,0,0,,,,0,1,,,+1.1,+60%,plan,1,,https://fallout.fandom.com/wiki/Railway_rifle_(Fallout_76)
Railway rifle,sight,Medium scope(Scoped),,0,,,+23,,,,0,0,,,,0,1,,,+1.1,+40%,Gunsmith,3,,https://fallout.fandom.com/wiki/Railway_rifle_(Fallout_76)
Railway rifle,sight,Reflex sight(Tactical),,0,,,+7,,,,0,0,,,,0,0,,,+0.4,+25%,,,,https://fallout.fandom.com/wiki/Railway_rifle_(Fallout_76)
Railway rifle,sight,Short night vision scope(Night-Vision),,0,,,+16,,,,0,0,,,,0,1,,,+1.1,+40%,plan,1,,https://fallout.fandom.com/wiki/Railway_rifle_(Fallout_76)
Railway rifle,sight,Short recon scope(Scoped Recon),,0,,,+10,,,,0,0,,,,0,1,,,+1.1,+60%,Gunsmith,4,,https://fallout.fandom.com/wiki/Railway_rifle_(Fallout_76)
Railway rifle,sight,Short scope(Scoped),,0,,,+16,,,,0,0,,,,0,1,,,+0.9,+20%,,,,https://fallout.fandom.com/wiki/Railway_rifle_(Fallout_76)
Railway rifle,muzzle,Large bayonet(Bayoneted),,0,,-18,,,,,0,0,,,,0,0,,,+1.1,+20%,Gunsmith,3,,https://fallout.fandom.com/wiki/Railway_rifle_(Fallout_76)
Railway rifle,muzzle,No Muzzle,,0,,,,,,,0,0,,,,0,0,,,,,,,,https://fallout.fandom.com/wiki/Railway_rifle_(Fallout_76)
Hunting rifle,receiver,.38,-25%,0,,,,,,,0,0,,,,0,0,,,+0.4,+30%,plan,1,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,receiver,.50,+35%,0,,,,,,,0,0,,,,0,0,,,,,plan,1,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,receiver,Calibrated,,0,,,+1,,,,0,0,,,,0,0,,,+0.9,+40%,,,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,receiver,Critical .38,-25%,0,,,+1,,,,0,0,,,,0,0,,,+0.9,+70%,plan,1,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,receiver,Critical .50,+22.5%,0,,,+1,,,,0,0,,,,0,0,,,+0.9,+70%,plan,1,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,receiver,Hair trigger(Tuned),,0,+37,,-1,-10%,,,0,0,,,,0,0,,,+0.9,+40%,,,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,receiver,Hardened,+25%,0,,,,,,,0,1,,,,0,0,,,+1.8,+40%,,,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,receiver,Hasty .38,-25%,0,+17,,,-10%,,,0,0,,,,0,0,,,+0.9,+60%,plan,1,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,receiver,Hasty .50,+22.5%,0,+17,,,-10%,,,0,0,,,,0,0,,,+0.9,+60%,plan,1,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,receiver,Precise .38,-25%,0,,,+3,,,,0,0,,,,0,0,,,+0.8,+50%,plan,1,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,receiver,Precise .50,+22.5%,0,,,+3,,,,0,0,,,,0,0,,,+0.8,+50%,plan,1,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,receiver,Prime,+25%+40%,0,,,,,,,0,0,,,,0,0,,,,+100%,plan,1,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,receiver,Refined .38,+12.5%,0,,,+2,,,,0,0,,,,0,0,,,+1.8,+80%,plan,1,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,receiver,Refined .50,+12.5%,0,,,,,,,0,0,,,,0,0,,,+0.9,+20%,plan,1,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,receiver,Refined,+12.5%,0,,,+3,,,,0,0,,,,0,0,,,+1.2,+40%,Gunsmith,2,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,receiver,Scorched killer's,-20%,0,,,,,,,0,0,,,,0,0,,,+0.6,+100%,plan,1,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,receiver,Severe,+12.5%,0,,,+1,,,,0,0,,,,0,0,,,+1.3,+60%,Gunsmith,2,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,receiver,Snappy,,0,+17,,,-10%,,,0,0,,,,0,0,,,+0.9,+70%,Gunsmith,2,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,receiver,Speedy,,0,+17,,+3,-10%,,,0,0,,,,0,0,,,+0.8,+50%,Gunsmith,2,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,receiver,True,,0,,,+4,,,,0,0,,,,0,0,,,+1.8,+40%,,,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,receiver,Tuned,+12.5%,0,+17,,,-10%,,,0,0,,,,0,0,,,+1.3,+50%,Gunsmith,2,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,receiver,Vicious,,0,,,+4,,,,0,0,,,,0,0,,,+0.8,+60%,Gunsmith,2,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,barrel,Aligned long,,0,,+84,+2,-5%,+37%,,0,0,,,,0,0,,,+0.6,+60%,Gunsmith,2,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,barrel,Aligned short,,0,,,+4,-5%,-22%,,0,0,,,,0,0,,,+0.6,+50%,Gunsmith,2,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,barrel,Stabilized long,,0,,+84,,,+25%,,0,0,,,,0,0,,,+1.8,+60%,,,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,barrel,Stabilized short,,0,,,+1,,-35%,,0,0,,,,0,0,,,+1.8,+50%,,,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,barrel,Standard long,,0,,+84,-1,,+50%,,0,0,,,,0,0,,,,+20%,,,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,barrel,Standard short(Short),,0,,,,,-10%,,0,0,,,,0,0,,,,+10%,,,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,barrel,True long(Ported),,0,,+84,+3,,+50%,,0,0,,,,0,0,,,+1.8,+60%,Gunsmith,2,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,barrel,True short,,0,,,+4,,-10%,,0,0,,,,0,0,,,+1.8,+50%,,,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,stock,Aligned(Marksman's),,0,,,+7,-5%,-22%,,0,0,,,,0,0,,,+1.5,+60%,Gunsmith,2,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,stock,Bruising,,0,,,,,,,0,0,,,,0,0,,,+0.9,+40%,,,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,stock,Forceful,,0,,,+5,-5%,-22%,,0,0,,,,0,0,,,+2.1,+70%,Gunsmith,2,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,stock,Precise,,0,,,+3,,,,0,0,,,,0,0,,,+1.2,+50%,Gunsmith,2,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,stock,Stabilized full,,0,,,+5,,-35%,,0,0,,,,0,0,,,+2.7,+60%,,,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,stock,True(Marksman's),,0,,,+7,,-10%,,0,0,,,,0,0,,,+2.7,+60%,,,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,magazine,Large(High Capacity),,0,,,,+10%,,,0,0,,,,0,0,,,+0.9,+40%,,,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,magazine,Perforating(Armor Piercing),,0,,,,+20%,,,0,0,,,,0,0,,,+0.9,+40%,,,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,magazine,Piercing(Armor Piercing),,0,,,,+5%,,,0,0,,,,0,0,,,+0.8,+40%,Gunsmith,2,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,magazine,Quick,,0,,,,-5%,,,0,0,,,,0,0,,,+0.6,+20%,,,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,magazine,Stinging(Armor Piercing),,0,,,,+15%,,,0,0,,,,0,0,,,+0.9,+60%,Gunsmith,2,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,magazine,Swift,,0,,,,,,,0,0,,,,0,0,,,+0.8,+40%,Gunsmith,2,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,sight,Glow(Glow-Sighted),,0,,,+2,-7.5%,,,0,0,,,,0,0,,,+0.1,+10%,,,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,sight,Long night vision scope(Night-Vision),,0,,,+37,,,,0,0,,,,0,1,,,+0.9,+80%,plan,1,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,sight,Long recon scope(Recon Sniper),,0,,,+37,,,,0,0,,,,0,1,,,+1,+100%,Gunsmith,3,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,sight,Long scope(Sniper),,0,,,+37,,,,0,0,,,,0,1,,,+0.9,+50%,Gunsmith,2,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,sight,Medium night vision scope(Night-Vision Sniper),,0,,,+24,,,,0,0,,,,0,1,,,+0.8,+60%,plan,1,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,sight,Medium scope(Sniper),,0,,,+24,,,,0,0,,,,0,1,,,+0.8,+40%,Gunsmith,2,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,sight,Reflex sight (circle)(Tactical),,0,,,+7,-15%,,,0,0,,,,0,0,,,+0.3,+25%,,,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,sight,Reflex sight (dot)(Tactical),,0,,,+7,-15%,,,0,0,,,,0,0,,,+0.3,+25%,,,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,sight,Short night vision scope(Night-Vision Sniper),,0,,,+17,+30%,,,0,0,,,,0,1,,,+0.8,+40%,plan,1,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,sight,Short recon scope(Recon Sniper),,0,,,+11,+20%,,,0,0,,,,0,1,,,+0.8,+60%,Gunsmith,3,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,sight,Short scope(Sniper),,0,,,+17,,,,0,0,,,,0,1,,,+0.6,+20%,,,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,muzzle,Compensator(Compensated),,0,,-12,+2,,-15%,,0,0,,,,0,0,,,+0.6,+40%,Gunsmith,2,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,muzzle,Muzzle brake,,0,,-18,+2,,-10%,,0,0,,,,0,0,,,+0.6,+60%,Gunsmith,2,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,muzzle,No muzzle,,0,,,,,,,0,0,,,,0,0,,,,,,,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,muzzle,Standard large bayonet(Bayoneted),,0,,-18,,,,,0,0,,,,0,0,,,+0.8,+20%,Gunsmith,2,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Hunting rifle,muzzle,Suppressor(Suppressed),,0,,-18,+1,,-12%,,0,0,,,,1,0,,,+0.8,+80%,Gunsmith,2,,https://fallout.fandom.com/wiki/Hunting_rifle_(Fallout_76)
Assault rifle,receiver,Automatic,-30%,0,+29,-12,,-50%,,,1,0,,,,0,0,,,+0.8,+40%,,,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,receiver,Calibrated,,0,,,+1,,,,0,0,,,,0,0,,,+1.2,+40%,,,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,receiver,Fierce,,0,+8,,+1,-5%,,,0,0,,,,0,0,,,+1.2,+70%,plan,1,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,receiver,Focused automatic,-30%,0,+29,-12,+1,-50%,,,1,0,,,,0,0,,,+2,+50%,Gunsmith,4,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,receiver,Hair trigger,,0,+20,,,-10%,,,0,0,,,,0,0,,,+1.2,+40%,,,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,receiver,Hardened,+25%,0,,,,,,,0,1,,,,0,0,,,+2.4,+40%,,,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,receiver,Powerful automatic,-30%,0,+29,-12,,-50%,,,1,0,,,,0,0,,,+1.8,+50%,Gunsmith,4,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,receiver,Prime automatic,-30%,0,+29,-12,,-50%,,,1,0,,,,0,0,,,+0.8,+140%,plan,1,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,receiver,Prime,+25%,0,,,,,,,0,0,,,,0,0,,,,+100%,plan,1,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
Assault rifle,receiver,Refined,+12.5%,0,,,+3,,,,0,0,,,,0,0,,,+1.6,+40%,Gunsmith,4,,https://fallout.fandom.com/wiki/Assault_rifle_(Fallout_76)
